,Manufacturer,Screen_Size,RAM,GPU,Operating_System,Operating_System_Version,Weight,Storage_Capacity,Storage_Type,CPU_brand,CPU_freq,CPU_cores,CPU_model,Screen_Resolution,Screen_Model,GPU_brand
852,Dell,17.3,8,AMD Radeon R7 M445,Linux,Unkonwn,2.83,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,AMD
853,Lenovo,14.0,8,Nvidia GeForce GT 940MX,Windows,10,1.96,256,SSD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
854,Asus,15.6,8,Nvidia GeForce GTX 930MX,Windows,10,2.3,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Nvidia
855,Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
856,Asus,15.6,4,Intel HD Graphics 505,Windows,10,2.0,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
857,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD / Touchscreen,Intel
858,Dell,13.3,8,Intel HD Graphics 520,Windows,10,1.62,1024,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD / Touchscreen,Intel
859,Lenovo,15.6,4,Intel HD Graphics 520,No OS,No OS,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,Intel
860,Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,2.3,1024,HDD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
861,HP,15.6,8,AMD Radeon R7 M465,Windows,10,1.84,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,AMD
862,Toshiba,13.3,4,Intel HD Graphics 620,Windows,10,1.05,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
863,Lenovo,15.6,8,Nvidia GeForce GTX 1050,No OS,No OS,2.5,1024,HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,IPS Panel Full HD,Nvidia
864,Dell,13.3,16,Intel Iris Plus Graphics 640,Windows,10,1.29,512,SSD,Intel,2.5,2,Core i7 7660U,3200x1800,Quad HD+ / Touchscreen,Intel
865,HP,15.6,4,Intel HD Graphics 520,Windows,10,2.07,500,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
866,Toshiba,13.3,8,Intel HD Graphics 520,Windows,10,1.2,256,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
867,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
868,Acer,14.0,8,Intel HD Graphics 620,Windows,10,1.56,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
869,Dell,15.6,8,Nvidia Quadro M620,Windows,10,2.23,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
870,Lenovo,15.6,4,Intel HD Graphics 620,Windows,10,2.38,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
871,Lenovo,15.6,4,AMD Radeon R5 M430,No OS,No OS,2.2,1024,HDD,Intel,2.0,2,Core i3 6006U,1920x1080,Full HD,AMD
872,Toshiba,15.6,8,Intel HD Graphics 620,Windows,10,2.0,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
873,Lenovo,13.3,4,Intel HD Graphics 620,Windows,10,1.44,1,SSD,Intel,2.4,2,Core i3 7100U,1920x1080,IPS Panel Full HD,Intel
874,Samsung,15.0,16,Nvidia GeForce 940MX,Windows,10,1.23,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
875,Dell,12.5,8,Intel HD Graphics 620,Windows,10,1.6,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
876,Asus,15.6,4,Intel HD Graphics 505,Linux,Unkonwn,2.0,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
877,Xiaomi,13.3,8,Nvidia GeForce 940MX,Windows,10,1.28,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,IPS Panel Full HD,Nvidia
878,Dell,15.6,4,Nvidia GeForce 940MX,Windows,10,2.18,1152,SSD + HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
879,HP,15.6,4,Intel HD Graphics 620,Windows,10,2.04,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
880,HP,13.3,4,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
881,HP,15.6,4,Intel HD Graphics 620,Windows,10,2.3,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Touchscreen,Intel
882,Asus,14.1,4,Intel HD Graphics 500,Windows,10,1.65,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
883,Lenovo,15.6,8,Nvidia GeForce 940MX,Windows,10,2.2,1024,HDD,Intel,2.5,2,Core i7 6500U,1920x1080,IPS Panel Full HD,Nvidia
884,Dell,15.6,4,Intel HD Graphics,Windows,10,2.2,500,HDD,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Unknown,Intel
885,HP,13.3,4,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
886,Dell,15.6,4,AMD Radeon R5 M420X,Linux,Unkonwn,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
887,Asus,17.3,12,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
888,Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.25,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,IPS Panel,Intel
889,Lenovo,17.3,4,AMD Radeon R3,Windows,10,2.8,500,HDD,AMD,2.2,2,A4 Series 7210,1600x900,Unknown,AMD
890,HP,14.0,4,Intel HD Graphics 620,Windows,10,1.95,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
891,HP,13.3,16,Intel HD Graphics 620,Windows,10,1.42,256,SSD,Intel,2.7,2,Core i7 7500U,3200x1800,Quad HD+ / Touchscreen,Intel
892,Samsung,15.0,8,Intel HD Graphics 620,Windows,10,1.17,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
893,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
894,MSI,17.3,16,Nvidia GeForce GTX 1060,Windows,10,2.43,2560,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
895,Toshiba,13.3,8,Intel HD Graphics 620,Windows,10,1.05,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
896,Dell,15.6,8,Nvidia GeForce GTX 1050Ti,Linux,Unkonwn,2.62,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
897,HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
898,Dell,15.6,4,AMD Radeon R5 M420X,Windows,10,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
899,Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,500,HDD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
900,Dell,13.3,8,Intel HD Graphics 615,Windows,10,1.24,512,SSD,Intel,1.3,2,Core i7 7Y75,3200x1800,Quad HD+ / Touchscreen,Intel
901,Asus,17.3,32,Nvidia GeForce GTX 980M,Windows,10,3.58,512,SSD,Intel,2.7,4,Core i7 6820HK,1920x1080,IPS Panel Full HD,Nvidia
902,Dell,13.3,16,Intel HD Graphics 615,Windows,10,1.22,256,SSD,Intel,1.3,2,Core i7 7Y75,1920x1080,Full HD / Touchscreen,Intel
903,Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.13,256,Flash Storage,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
904,Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,1.95,512,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
905,LG,15.6,16,Intel HD Graphics 620,Windows,10,1.08,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
906,HP,12.5,8,Intel HD Graphics 620,Windows,10,1.26,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
907,Acer,15.6,4,Intel HD Graphics,Chrome OS,Unkonwn,2.2,16,Flash Storage,Intel,1.5,2,Celeron Dual Core 3205U,1920x1080,IPS Panel Full HD,Intel
908,Lenovo,15.6,8,Nvidia GeForce GTX 960M,Windows,10,2.6,1152,SSD + HDD,Intel,2.3,4,Core i5 6300HQ,1920x1080,IPS Panel Full HD,Nvidia
909,LG,14.0,8,Intel HD Graphics 620,Windows,10,0.98,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
910,Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.6,256,SSD,Intel,2.8,4,Core i5 7440HQ,1920x1080,Full HD,Intel
911,HP,12.5,8,Intel HD Graphics 515,Windows,10,1.09,240,SSD,Intel,1.2,2,Core M 6Y75,3840x2160,4K Ultra HD / Touchscreen,Intel
912,Lenovo,15.6,6,Nvidia GeForce 940MX,Windows,10,2.2,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
913,HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
914,Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.4,1024,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
915,Lenovo,13.3,4,Intel HD Graphics 620,Windows,10,1.44,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
916,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.49,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
917,MSI,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
918,Dell,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.6,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
919,MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
920,Dell,15.6,4,AMD Radeon R5 M420,Windows,10,2.18,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,AMD
921,HP,15.6,8,AMD Radeon R7 M365X,Windows,10,1.84,256,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,AMD
922,HP,13.3,8,Intel HD Graphics 620,Windows,10,1.39,256,SSD,Intel,2.7,2,Core i7 7500U,3200x1800,Quad HD+ / Touchscreen,Intel
923,Toshiba,15.6,16,Nvidia GeForce 930M,Windows,10,2.4,256,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Nvidia
924,Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,512,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
925,Dell,15.6,4,Intel HD Graphics 520,Windows,10,1.95,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
926,Lenovo,12.5,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
927,HP,15.6,8,Intel HD Graphics 520,Windows,10,2.31,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
928,Dell,15.6,4,Intel HD Graphics 620,Windows,10,2.18,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
929,HP,14.0,4,Intel HD Graphics 520,Windows,10,1.95,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
930,Lenovo,15.6,4,Intel HD Graphics 505,Windows,10,2.2,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
931,HP,12.5,4,Intel HD Graphics 520,Windows,10,1.26,500,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
932,HP,15.6,4,Intel HD Graphics 400,No OS,No OS,1.86,1024,HDD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
933,Lenovo,13.3,16,Intel Iris Graphics 540,Windows,10,1.3,1024,SSD,Intel,2.2,2,Core i7 6560U,3200x1800,IPS Panel Quad HD+ / Touchscreen,Intel
934,Toshiba,14.0,4,Intel HD Graphics 520,Windows,10,1.47,128,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,IPS Panel Full HD,Intel
935,HP,12.5,8,Intel HD Graphics 520,Windows,10,1.26,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
936,Dell,15.6,4,Intel HD Graphics 520,Windows,10,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
937,MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
938,Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
939,Dell,17.3,16,Nvidia GeForce GTX 1080,Windows,10,4.36,1536,SSD + HDD,Intel,2.7,4,Core i7 6820HK,2560x1440,Unknown,Nvidia
940,HP,17.3,8,Nvidia GeForce GTX 965M,Windows,10,2.75,1152,SSD + HDD,Intel,2.3,4,Core i5 6300HQ,1920x1080,IPS Panel Full HD,Nvidia
941,Asus,17.3,4,Nvidia GeForce 920MX,Windows,10,2.8,1024,HDD,Intel,1.6,4,Pentium Quad Core N3710,1600x900,Unknown,Nvidia
942,Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.23,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
943,Toshiba,15.6,8,Intel HD Graphics 520,Windows,10,2.2,256,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
944,Lenovo,11.3,8,Intel HD Graphics 515,Windows,10,1.1,256,SSD,Intel,1.2,2,Core M m7 6Y75,1920x1080,IPS Panel Full HD / Touchscreen,Intel
945,Lenovo,15.6,16,AMD Radeon R9 M385,Windows,10,2.5,1536,SSD + HDD,AMD,2.1,4,FX 8800P,1920x1080,IPS Panel Full HD,AMD
946,Dell,12.5,8,Intel HD Graphics,Windows,10,1.36,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
947,Lenovo,15.6,8,Nvidia GeForce 920MX,No OS,No OS,2.2,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
948,Dell,17.3,4,AMD Radeon R7 M445,Windows,10,2.36,1024,HDD,Intel,2.0,2,Core i3 6006U,1600x900,Unknown,AMD
949,Acer,14.0,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.68,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
950,HP,15.6,8,Nvidia Quadro M1000M,Windows,10,2.0,8,SSD,Intel,2.7,4,Core i7 6820HQ,1920x1080,IPS Panel Full HD,Nvidia
951,Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
952,Toshiba,13.3,8,Intel HD Graphics 520,Windows,7,1.2,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
953,Asus,12.5,8,Intel HD Graphics 515,Chrome OS,Unkonwn,1.2,64,Flash Storage,Intel,1.2,2,Core M M7 6Y75,1920x1080,Full HD,Intel
954,Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.7,256,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Intel
955,Dell,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.36,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
956,Dell,13.3,8,Intel HD Graphics 615,Windows,10,1.24,256,SSD,Intel,1.2,2,Core i5 7Y54,1920x1080,Full HD / Touchscreen,Intel
957,HP,11.6,4,Intel HD Graphics 505,Windows,10,1.45,256,SSD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Touchscreen,Intel
958,Dell,13.3,8,Intel HD Graphics 520,Windows,10,1.3,256,SSD,Intel,2.5,2,Core i7 6500U,3200x1800,Quad HD+,Intel
959,Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Unkonwn,1.25,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,IPS Panel Touchscreen,Intel
960,Toshiba,13.3,8,Intel HD Graphics 520,Windows,10,1.2,256,SSD,Intel,2.4,2,Core i5 6300U,1920x1080,Full HD,Intel
961,Lenovo,12.5,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,IPS Panel Full HD,Intel
962,Acer,15.6,12,Nvidia GeForce GTX 950M,Windows,10,2.4,1152,SSD + HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
963,Toshiba,12.5,8,Intel HD Graphics 620,Windows,10,1.1,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
964,HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Nvidia
965,Dell,15.6,4,AMD Radeon R5 M430,Linux,Unkonwn,2.25,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
966,Dell,15.6,4,Intel HD Graphics 620,Windows,10,1.9,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
967,HP,15.6,4,Intel HD Graphics 620,Windows,10,2.04,500,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
968,Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
969,Lenovo,15.6,6,Nvidia GeForce 920MX,Windows,10,2.4,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
970,Dell,13.3,16,Intel HD Graphics 615,Windows,10,1.22,512,SSD,Intel,1.3,2,Core i7 7Y75,3200x1800,Quad HD+ / Touchscreen,Intel
971,Dell,14.0,8,Intel HD Graphics 520,Windows,10,1.5,256,SSD,Intel,2.6,2,Core i7 6600U,2560x1440,Touchscreen,Intel
972,Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
973,Toshiba,14.0,8,Intel HD Graphics 520,Windows,10,1.95,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
974,Asus,17.3,16,Nvidia GeForce GTX 1060,Windows,10,2.73,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
975,HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,1152,SSD + HDD,Intel,2.7,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Nvidia
976,Lenovo,14.0,4,Intel HD Graphics 520,Windows,7,1.7,508,Hybrid,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
