Manufacturer,Screen_Size,RAM,GPU,Operating_System,Operating_System_Version,Weight,Storage_Capacity,Storage_Type,CPU_brand,CPU_freq,CPU_cores,CPU_model,Screen_Resolution,Screen_Model,GPU_brand
Samsung,15.0,16,Nvidia GeForce 940MX,Windows,10,1.23,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Dell,12.5,8,Intel HD Graphics 620,Windows,10,1.6,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
Asus,15.6,4,Intel HD Graphics 505,Linux,Ubuntu,2.0,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
Xiaomi,13.3,8,Nvidia GeForce 940MX,Windows,10,1.28,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,IPS Panel Full HD,Nvidia
Dell,15.6,4,Nvidia GeForce 940MX,Windows,10,2.18,1152,SSD + HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
HP,15.6,4,Intel HD Graphics 620,Windows,10,2.04,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
HP,13.3,4,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
HP,15.6,4,Intel HD Graphics 620,Windows,10,2.3,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Touchscreen,Intel
Asus,14.1,4,Intel HD Graphics 500,Windows,10,1.65,32,Flash Storage,Intel,1.1,2,Celeron Dual Core N3350,1366x768,Unknown,Intel
Lenovo,15.6,8,Nvidia GeForce 940MX,Windows,10,2.2,1024,HDD,Intel,2.5,2,Core i7 6500U,1920x1080,IPS Panel Full HD,Nvidia
Dell,15.6,4,Intel HD Graphics,Windows,10,2.2,500,HDD,Intel,1.6,4,Pentium Quad Core N3710,1366x768,Unknown,Intel
HP,13.3,4,Intel HD Graphics 620,Windows,10,1.28,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
Dell,15.6,4,AMD Radeon R5 M420X,Linux,Ubuntu,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
Asus,17.3,12,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.25,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,IPS Panel,Intel
Lenovo,17.3,4,AMD Radeon R3,Windows,10,2.8,500,HDD,AMD,2.2,2,A4 Series 7210,1600x900,Unknown,AMD
HP,14.0,4,Intel HD Graphics 620,Windows,10,1.95,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
HP,13.3,16,Intel HD Graphics 620,Windows,10,1.42,256,SSD,Intel,2.7,2,Core i7 7500U,3200x1800,Quad HD+ / Touchscreen,Intel
Samsung,15.0,8,Intel HD Graphics 620,Windows,10,1.17,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.32,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
MSI,17.3,16,Nvidia GeForce GTX 1060,Windows,10,2.43,2560,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
Toshiba,13.3,8,Intel HD Graphics 620,Windows,10,1.05,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Dell,15.6,8,Nvidia GeForce GTX 1050Ti,Linux,Ubuntu,2.62,1024,HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Dell,15.6,4,AMD Radeon R5 M420X,Windows,10,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
Dell,15.6,8,Intel HD Graphics 620,Windows,10,1.9,500,HDD,Intel,2.6,2,Core i5 7300U,1920x1080,Full HD,Intel
Dell,13.3,8,Intel HD Graphics 615,Windows,10,1.24,512,SSD,Intel,1.3,2,Core i7 7Y75,3200x1800,Quad HD+ / Touchscreen,Intel
Asus,17.3,32,Nvidia GeForce GTX 980M,Windows,10,3.58,512,SSD,Intel,2.7,4,Core i7 6820HK,1920x1080,IPS Panel Full HD,Nvidia
Dell,13.3,16,Intel HD Graphics 615,Windows,10,1.22,256,SSD,Intel,1.3,2,Core i7 7Y75,1920x1080,Full HD / Touchscreen,Intel
Lenovo,14.0,8,Intel HD Graphics 620,Windows,10,1.13,256,Flash Storage,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
Lenovo,15.6,8,Intel HD Graphics 620,Windows,10,1.95,512,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Intel
LG,15.6,16,Intel HD Graphics 620,Windows,10,1.08,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
HP,12.5,8,Intel HD Graphics 620,Windows,10,1.26,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Intel
Acer,15.6,4,Intel HD Graphics,Chrome OS,Chrome OS,2.2,16,Flash Storage,Intel,1.5,2,Celeron Dual Core 3205U,1920x1080,IPS Panel Full HD,Intel
Lenovo,15.6,8,Nvidia GeForce GTX 960M,Windows,10,2.6,1152,SSD + HDD,Intel,2.3,4,Core i5 6300HQ,1920x1080,IPS Panel Full HD,Nvidia
LG,14.0,8,Intel HD Graphics 620,Windows,10,0.98,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.6,256,SSD,Intel,2.8,4,Core i5 7440HQ,1920x1080,Full HD,Intel
HP,12.5,8,Intel HD Graphics 515,Windows,10,1.09,240,SSD,Intel,1.2,2,Core M 6Y75,3840x2160,4K Ultra HD / Touchscreen,Intel
Lenovo,15.6,6,Nvidia GeForce 940MX,Windows,10,2.2,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.4,1024,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
Lenovo,13.3,4,Intel HD Graphics 620,Windows,10,1.44,128,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
HP,13.3,8,Intel HD Graphics 620,Windows,10,1.49,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
MSI,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Dell,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,10,2.6,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.5,4,Core i5 7300HQ,1920x1080,Full HD,Nvidia
Dell,15.6,4,AMD Radeon R5 M420,Windows,10,2.18,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,AMD
HP,15.6,8,AMD Radeon R7 M365X,Windows,10,1.84,256,SSD,Intel,2.5,2,Core i7 6500U,1920x1080,Full HD,AMD
HP,13.3,8,Intel HD Graphics 620,Windows,10,1.39,256,SSD,Intel,2.7,2,Core i7 7500U,3200x1800,Quad HD+ / Touchscreen,Intel
Toshiba,15.6,16,Nvidia GeForce 930M,Windows,10,2.4,256,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Nvidia
Lenovo,13.3,8,Intel HD Graphics 620,Windows,10,1.37,512,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Dell,15.6,4,Intel HD Graphics 520,Windows,10,1.95,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Lenovo,12.5,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,IPS Panel Full HD,Intel
HP,15.6,8,Intel HD Graphics 520,Windows,10,2.31,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Dell,15.6,4,Intel HD Graphics 620,Windows,10,2.18,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
HP,14.0,4,Intel HD Graphics 520,Windows,10,1.95,500,HDD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Lenovo,15.6,4,Intel HD Graphics 505,Windows,10,2.2,1024,HDD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Unknown,Intel
HP,12.5,4,Intel HD Graphics 520,Windows,10,1.26,500,HDD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
HP,15.6,4,Intel HD Graphics 400,No OS,No OS,1.86,1024,HDD,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
Lenovo,13.3,16,Intel Iris Graphics 540,Windows,10,1.3,1024,SSD,Intel,2.2,2,Core i7 6560U,3200x1800,IPS Panel Quad HD+ / Touchscreen,Intel
Toshiba,14.0,4,Intel HD Graphics 520,Windows,10,1.47,128,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,IPS Panel Full HD,Intel
HP,12.5,8,Intel HD Graphics 520,Windows,10,1.26,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Dell,15.6,4,Intel HD Graphics 520,Windows,10,2.18,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,Intel
MSI,15.6,8,Nvidia GeForce GTX 1050,Windows,10,2.2,1152,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Intel
Dell,17.3,16,Nvidia GeForce GTX 1080,Windows,10,4.36,1536,SSD + HDD,Intel,2.7,4,Core i7 6820HK,2560x1440,Unknown,Nvidia
HP,17.3,8,Nvidia GeForce GTX 965M,Windows,10,2.75,1152,SSD + HDD,Intel,2.3,4,Core i5 6300HQ,1920x1080,IPS Panel Full HD,Nvidia
Asus,17.3,4,Nvidia GeForce 920MX,Windows,10,2.8,1024,HDD,Intel,1.6,4,Pentium Quad Core N3710,1600x900,Unknown,Nvidia
Acer,15.6,4,Intel HD Graphics 620,Windows,10,2.23,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
Toshiba,15.6,8,Intel HD Graphics 520,Windows,10,2.2,256,SSD,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
Lenovo,11.3,8,Intel HD Graphics 515,Windows,10,1.1,256,SSD,Intel,1.2,2,Core M m7 6Y75,1920x1080,IPS Panel Full HD / Touchscreen,Intel
Lenovo,15.6,16,AMD Radeon R9 M385,Windows,10,2.5,1536,SSD + HDD,AMD,2.1,4,FX 8800P,1920x1080,IPS Panel Full HD,AMD
Dell,12.5,8,Intel HD Graphics,Windows,10,1.36,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD / Touchscreen,Intel
Lenovo,15.6,8,Nvidia GeForce 920MX,No OS,No OS,2.2,1024,HDD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD,Nvidia
Dell,17.3,4,AMD Radeon R7 M445,Windows,10,2.36,1024,HDD,Intel,2.0,2,Core i3 6006U,1600x900,Unknown,AMD
Acer,14.0,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.68,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,Unknown,Intel
HP,15.6,8,Nvidia Quadro M1000M,Windows,10,2.0,8,SSD,Intel,2.7,4,Core i7 6820HQ,1920x1080,IPS Panel Full HD,Nvidia
Dell,14.0,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.8,2,Core i7 7600U,1920x1080,Full HD,Intel
Toshiba,13.3,8,Intel HD Graphics 520,Windows,7,1.2,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Asus,12.5,8,Intel HD Graphics 515,Chrome OS,Chrome OS,1.2,64,Flash Storage,Intel,1.2,2,Core M M7 6Y75,1920x1080,Full HD,Intel
Lenovo,14.0,8,Intel HD Graphics 520,Windows,10,1.7,256,SSD,Intel,2.6,2,Core i7 6600U,1920x1080,IPS Panel Full HD,Intel
Dell,17.3,16,Nvidia GeForce GTX 1070,Windows,10,4.36,1536,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,3840x2160,IPS Panel 4K Ultra HD,Nvidia
Dell,13.3,8,Intel HD Graphics 615,Windows,10,1.24,256,SSD,Intel,1.2,2,Core i5 7Y54,1920x1080,Full HD / Touchscreen,Intel
HP,11.6,4,Intel HD Graphics 505,Windows,10,1.45,256,SSD,Intel,1.1,4,Pentium Quad Core N4200,1366x768,Touchscreen,Intel
Dell,13.3,8,Intel HD Graphics 520,Windows,10,1.3,256,SSD,Intel,2.5,2,Core i7 6500U,3200x1800,Quad HD+,Intel
Acer,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS,1.25,32,Flash Storage,Intel,1.6,2,Celeron Dual Core N3060,1366x768,IPS Panel Touchscreen,Intel
Toshiba,13.3,8,Intel HD Graphics 520,Windows,10,1.2,256,SSD,Intel,2.4,2,Core i5 6300U,1920x1080,Full HD,Intel
Lenovo,12.5,8,Intel HD Graphics 620,Windows,10,1.36,256,SSD,Intel,2.6,2,Core i5 7300U,1920x1080,IPS Panel Full HD,Intel
Acer,15.6,12,Nvidia GeForce GTX 950M,Windows,10,2.4,1152,SSD + HDD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
Toshiba,12.5,8,Intel HD Graphics 620,Windows,10,1.1,512,SSD,Intel,2.7,2,Core i7 7500U,1920x1080,Full HD / Touchscreen,Intel
HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,1024,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Nvidia
Dell,15.6,4,AMD Radeon R5 M430,Linux,Ubuntu,2.25,1024,HDD,Intel,2.0,2,Core i3 6006U,1366x768,Unknown,AMD
Dell,15.6,4,Intel HD Graphics 620,Windows,10,1.9,500,HDD,Intel,2.5,2,Core i5 7200U,1366x768,Unknown,Intel
HP,15.6,4,Intel HD Graphics 620,Windows,10,2.04,500,HDD,Intel,2.4,2,Core i3 7100U,1920x1080,Full HD,Intel
Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,IPS Panel Full HD,Nvidia
Lenovo,15.6,6,Nvidia GeForce 920MX,Windows,10,2.4,256,SSD,Intel,2.5,2,Core i5 7200U,1920x1080,Full HD,Nvidia
Dell,13.3,16,Intel HD Graphics 615,Windows,10,1.22,512,SSD,Intel,1.3,2,Core i7 7Y75,3200x1800,Quad HD+ / Touchscreen,Intel
Dell,14.0,8,Intel HD Graphics 520,Windows,10,1.5,256,SSD,Intel,2.6,2,Core i7 6600U,2560x1440,Touchscreen,Intel
Dell,17.3,32,Nvidia GeForce GTX 1070,Windows,10,4.42,1280,SSD + HDD,Intel,2.6,4,Core i7 6700HQ,1920x1080,Full HD,Nvidia
Toshiba,14.0,8,Intel HD Graphics 520,Windows,10,1.95,256,SSD,Intel,2.3,2,Core i5 6200U,1920x1080,Full HD,Intel
Asus,17.3,16,Nvidia GeForce GTX 1060,Windows,10,2.73,1280,SSD + HDD,Intel,2.8,4,Core i7 7700HQ,1920x1080,Full HD,Nvidia
HP,15.6,8,Nvidia GeForce 930MX,Windows,10,2.04,1152,SSD + HDD,Intel,2.7,2,Core i5 7200U,1920x1080,IPS Panel Full HD,Nvidia
Lenovo,14.0,4,Intel HD Graphics 520,Windows,7,1.7,508,Hybrid,Intel,2.3,2,Core i5 6200U,1366x768,Unknown,Intel
